,NO,SMILES structure,logD,smi
755,E-logD7.4-55,o1cc(nc1-c1ccc(OCCCC)cc1)CNCCC1N(CCC1)C,4.64,o 1 c c ( n c 1- c 1 c c c ( O C C C C ) c c 1 ) C N C C C 1 N ( C C C 1 ) C
756,A-logD7.4-191,Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccc(cc2C)C)cc1N1CCNCC1,-0.07,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) c 2 c c c ( c c 2 C ) C ) c c 1 N 1 C C N C C 1
757,A-logD7.4-257,Fc1c2n(ncc2ccc1O)C[C@@H](N)C,0.394,F c 1 c 2 n ( n c c 2 c c c 1 O ) C [C@@H] ( N ) C
758,E-logD7.4-20,O(c1ccccc1OC)c1ncccc1/C(=N\O)/NC1CCCCC1,3.77,O ( c 1 c c c c c 1 O C ) c 1 n c c c c 1/ C ( = N \ O ) / N C 1 C C C C C 1
759,A-logD7.4-225,OC=1C(=O)C=CN(CCC)C=1C,0.18,O C = 1 C ( = O ) C = C N ( C C C ) C = 1 C
760,A-logD7.4-309,Oc1cc2n(ncc2cc1)C[C@@H](N)C,0.693,O c 1 c c 2 n ( n c c 2 c c 1 ) C [C@@H] ( N ) C
761,B-logD7.4-151,Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C,4.01,O c 1 c c 2 C C [C@H] 3 [C@@H] 4 C C [C@H] ( O ) [C@] 4 ( C C [C@@H] 3 c 2 c c 1 ) C
762,A-logD7.4-697,O(C)c1cc(ccc1OC)CCC1=Nc2c(-n3c1ccc3)cccc2,2.97,O ( C ) c 1 c c ( c c c 1 O C ) C C C 1 = N c 2 c ( - n 3 c 1 c c c 3 ) c c c c 2
763,B-logD7.4-330,s1c2c(nc1O)c(O)ccc2CCN(CCN(C(=O)CCOCCc1ccccc1)C)C,2.59,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N ( C C N ( C ( = O ) C C O C C c 1 c c c c c 1 ) C ) C
764,A-logD7.4-111,OC=1C(=O)C=CN(CC(O)(C)C)C=1C,-0.77,O C = 1 C ( = O ) C = C N ( C C ( O ) ( C ) C ) C = 1 C
765,C-logD7.4-26,O(CCCON1C(NC(=NC1=N)N)(C)C)c1cc(cc(c1)C)C,3.2,O ( C C C O N 1 C ( N C ( = N C 1 = N ) N ) ( C ) C ) c 1 c c ( c c ( c 1 ) C ) C
766,O-426,FC1=CC2=C([O-])C(=C[NH+]3[C@@H](COC(=C1N1CCN(CC1)C)[C-]23)C)C(O)=O,-0.34,F C 1 = C C 2 = C ( [O-] ) C ( = C [NH+] 3 [C@@H] ( C O C ( = C 1 N 1 C C N ( C C 1 ) C ) [C-] 23 ) C ) C ( O ) = O
767,A-logD7.4-310,OC=1C(=O)C=CN(CCC)C=1CC,0.7,O C = 1 C ( = O ) C = C N ( C C C ) C = 1 C C
768,B-logD7.4-99,N(C(Nc1ccc(cc1)C(CC)C)=N)c1c2c3c(CCc3ccc2)cc1,3.31,N ( C ( N c 1 c c c ( c c 1 ) C ( C C ) C ) = N ) c 1 c 2 c 3 c ( C C c 3 c c c 2 ) c c 1
769,A-logD7.4-189,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O,-0.06,O 1 [C@@H] 2 [C@] 34 [C@H] ( [C@H] ( N ( C C 3 ) C ) C c 3 c 4 c 1 c ( O ) c c 3 ) C = C [C@@H] 2 O
770,O-418,OC(=O)[C@H](NC(=O)[C@H](N)Cc1ccccc1)Cc1ccccc1,-0.98,O C ( = O ) [C@H] ( N C ( = O ) [C@H] ( N ) C c 1 c c c c c 1 ) C c 1 c c c c c 1
771,O-163,O(CC)C(=O)NC(=N)c1cc2[nH]c(nc2cc1)Cc1[nH]c2c(n1)cccc2,1.5,O ( C C ) C ( = O ) N C ( = N ) c 1 c c 2 [nH] c ( n c 2 c c 1 ) C c 1 [nH] c 2 c ( n 1 ) c c c c 2
772,A-logD7.4-464,Brc1cc(ccc1NC(=O)Nc1ccccc1C)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O,1.68,Br c 1 c c ( c c c 1 N C ( = O ) N c 1 c c c c c 1 C ) C C ( = O ) N 1 C [C@@H] ( F ) C [C@H] 1 C O c 1 c c c ( c c 1 ) C ( O ) = O
773,B-logD7.4-265,s1c2c(nc1O)c(O)ccc2CCNCCNCCCOCCc1ccccc1,0.88,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C N C C C O C C c 1 c c c c c 1
774,O-1,Clc1cc(Cl)ccc1[C@]1(O[C@@H](CO1)COc1ccc(N2CCN(CC2)C(=O)C)cc1)Cn1ccnc1,3.83,Cl c 1 c c ( Cl ) c c c 1 [C@] 1 ( O [C@@H] ( C O 1 ) C O c 1 c c c ( N 2 C C N ( C C 2 ) C ( = O ) C ) c c 1 ) C n 1 c c n c 1
775,A-logD7.4-582,O=C(N(C)C)Cc1n2C=C(C=Cc2nc1-c1ccc(cc1)C)C,2.35,O = C ( N ( C ) C ) C c 1 n 2 C = C ( C = C c 2 n c 1- c 1 c c c ( c c 1 ) C ) C
776,O-197,Oc1cccnc1,0.52,O c 1 c c c n c 1
777,B-logD7.4-218,Clc1cc2OCOc2cc1CN1CCC(n2c3cc(ccc3nc2O)C)CC1,2.6,Cl c 1 c c 2 O C O c 2 c c 1 C N 1 C C C ( n 2 c 3 c c ( c c c 3 n c 2 O ) C ) C C 1
778,B-logD7.4-184,n1c2c(cccc2)ccc1,2.03,n 1 c 2 c ( c c c c 2 ) c c c 1
779,A-logD7.4-720,O1C(=O)c2c(N=C1Nc1ccccc1)cccc2OC,3.1,O 1 C ( = O ) c 2 c ( N = C 1 N c 1 c c c c c 1 ) c c c c 2 O C
780,B-logD7.4-94,N(C(Nc1ccc(cc1)CC)=N)c1ccc(cc1)CC,1.7,N ( C ( N c 1 c c c ( c c 1 ) C C ) = N ) c 1 c c c ( c c 1 ) C C
781,O-569,Fc1ccc(cc1)-c1c2c(n(C(C)C)c1\C=C\[C@H](O)C[C@@H](O)CC(O)=O)cccc2,1.14,F c 1 c c c ( c c 1 ) - c 1 c 2 c ( n ( C ( C ) C ) c 1\ C = C \ [C@H] ( O ) C [C@@H] ( O ) C C ( O ) = O ) c c c c 2
782,B-logD7.4-192,O(C(=O)c1ccc(NCCCC)cc1)CCN(C)C,2.29,O ( C ( = O ) c 1 c c c ( N C C C C ) c c 1 ) C C N ( C ) C
783,B-logD7.4-302,s1c2c(nc1O)c(O)ccc2CCNCCCNS(=O)(=O)CCOCCc1ccccc1,1.22,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C C N S ( = O ) ( = O ) C C O C C c 1 c c c c c 1
784,A-logD7.4-841,O(C)c1cc2N=C(c3n(-c2cc1)ccc3)\C=C\CCC,4.52,O ( C ) c 1 c c 2 N = C ( c 3 n ( - c 2 c c 1 ) c c c 3 ) \ C = C \ C C C
785,E-logD7.4-96,o1cc(nc1-c1ccc(cc1)CCCC)CNC[C@H]1[C@@H]2C[C@H](CC1)C2(C)C,6.68,o 1 c c ( n c 1- c 1 c c c ( c c 1 ) C C C C ) C N C [C@H] 1 [C@@H] 2 C [C@H] ( C C 1 ) C 2 ( C ) C
786,A-logD7.4-450,Clc1cc2nccc(c2cc1)-c1c2cc(ccc2n(CC(O)=O)c1C)C,1.6,Cl c 1 c c 2 n c c c ( c 2 c c 1 ) - c 1 c 2 c c ( c c c 2 n ( C C ( O ) = O ) c 1 C ) C
787,C-logD7.4-32,O=C(NCC(C)C)c1n2C=C(C=Cc2nc1C)C,3.39,O = C ( N C C ( C ) C ) c 1 n 2 C = C ( C = C c 2 n c 1 C ) C
788,O-119,Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1,1.65,Br c 1 c c 2 c ( N C ( = O ) C N = C 2 c 2 n c c c c 2 ) c c 1
789,B-logD7.4-315,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(NS(=O)(=O)C)cc1,1.34,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C S ( = O ) ( = O ) C C C O C C c 1 c c c ( N S ( = O ) ( = O ) C ) c c 1
790,O-227,OC(=O)Cn1cc(cc1)C(=O)c1ccc(cc1)C,-0.19,O C ( = O ) C n 1 c c ( c c 1 ) C ( = O ) c 1 c c c ( c c 1 ) C
791,J-D7.4-11,OC=1C(=O)C=CN(CC)C=1C(O)C,-0.56,O C = 1 C ( = O ) C = C N ( C C ) C = 1 C ( O ) C
792,A-logD7.4-185,Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccccc2)cc1N1CC(NC(C1)C)C,-0.12,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) c 2 c c c c c 2 ) c c 1 N 1 C C ( N C ( C 1 ) C ) C
793,A-logD7.4-193,OC(=O)C(C)c1cc(ccc1)\C(=N/O)\c1ccccc1,-0.04,O C ( = O ) C ( C ) c 1 c c ( c c c 1 ) \ C ( = N / O ) \ c 1 c c c c c 1
794,O-214,N(CCCN1c2c(CCc3c1cccc3)cccc2)(C)C,2.52,N ( C C C N 1 c 2 c ( C C c 3 c 1 c c c c 3 ) c c c c 2 ) ( C ) C
795,H-logDsf-8,N1(CCC(CC1)=C1c2c(C=Cc3c1cccc3)cccc2)C,3.11,N 1 ( C C C ( C C 1 ) = C 1 c 2 c ( C = C c 3 c 1 c c c c 3 ) c c c c 2 ) C
796,A-logD7.4-396,OC(=O)Cn1c2c(cc(cc2)C)c(-c2c3c(ncc2)c(ccc3)C)c1C,1.3,O C ( = O ) C n 1 c 2 c ( c c ( c c 2 ) C ) c ( - c 2 c 3 c ( n c c 2 ) c ( c c c 3 ) C ) c 1 C
797,J-D7.4-16,OC=1C(=O)C=CN(CCCOC(=O)c2ccccc2)C=1C,1.25,O C = 1 C ( = O ) C = C N ( C C C O C ( = O ) c 2 c c c c c 2 ) C = 1 C
798,E-logD7.4-95,o1cc(nc1-c1ccc(cc1)CCCC)CN[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C,6.6,o 1 c c ( n c 1- c 1 c c c ( c c 1 ) C C C C ) C N [C@@H] 1 C [C@@H] 2 C [C@H] ( [C@H] 1 C ) C 2 ( C ) C
799,A-logD7.4-157,S1(=O)(=O)NC(CN1Cc1cc2c([nH]cc2CCN(C)C)cc1)(C)C,-0.39,S 1 ( = O ) ( = O ) N C ( C N 1 C c 1 c c 2 c ( [nH] c c 2 C C N ( C ) C ) c c 1 ) ( C ) C
800,A-logD7.4-850,O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)[C@@H](O)CC(C)C)CC1CCCCC1)Cc1ccccc1,4.8,O ( C O C ) C 1 C C N ( C C 1 ) C ( = O ) [C@@H] ( O [C@@H] ( C C C C ) C ( = O ) N [C@H] ( [C@@H] ( O ) [C@@H] ( O ) C C ( C ) C ) C C 1 C C C C C 1 ) C c 1 c c c c c 1
801,O-8,OC(=O)CC1(CCCCC1)CN,-2.0,O C ( = O ) C C 1 ( C C C C C 1 ) C N
802,E-logD7.4-61,Fc1cc(ccc1)-c1nn2c(N=C(C=C2NCCCN2CCCC2)c2ccccc2)c1,4.79,F c 1 c c ( c c c 1 ) - c 1 n n 2 c ( N = C ( C = C 2 N C C C N 2 C C C C 2 ) c 2 c c c c c 2 ) c 1
803,A-logD7.4-640,Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N)c1ccncc1,2.64,Cl c 1 c c ( c c c 1 Cl ) [C@] 1 ( C C N ( C 1 ) C ( = O ) c 1 c c ( O C ) c ( O C ) c ( O C ) c 1 ) C C N 1 C C C ( C C 1 ) ( C ( = O ) N ) c 1 c c n c c 1
804,C-logD7.4-73,s1nc(nc1SCC(=O)N1CCCC1)-c1ccc(OC)cc1,4.97,s 1 n c ( n c 1 S C C ( = O ) N 1 C C C C 1 ) - c 1 c c c ( O C ) c c 1
805,A-logD7.4-696,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)C(C)(C)C)[OH2+],2.97,[Tc-] 12 ( S C C [N+] 1 ( C C S 2 ) C C N ( C C ) C C ) ( S c 1 c c c ( c c 1 ) C ( C ) ( C ) C ) [OH2+]
806,B-logD7.4-209,Clc1cc2OCOc2cc1COC(=O)N1CCC2(N(CN(CC(O)=O)C2=O)c2ccccc2)CC1,0.7,Cl c 1 c c 2 O C O c 2 c c 1 C O C ( = O ) N 1 C C C 2 ( N ( C N ( C C ( O ) = O ) C 2 = O ) c 2 c c c c c 2 ) C C 1
807,C-logD7.4-4,n1cc(c2c(cccc2)c1)-c1ccc(cc1)CNCC1CCNC1,1.52,n 1 c c ( c 2 c ( c c c c 2 ) c 1 ) - c 1 c c c ( c c 1 ) C N C C 1 C C N C 1
808,A-logD7.4-378,Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)Cc1cc(ccc1)C(=O)NCCOC,1.2,Cl c 1 c c 2 N C 3 = C ( C ( = O ) c 2 c c 1 ) C ( = O ) N ( N C 3 = O ) C c 1 c c ( c c c 1 ) C ( = O ) N C C O C
809,O-242,OC(=O)Cn1cc(cc1)C(=O)c1ccccc1,-0.85,O C ( = O ) C n 1 c c ( c c 1 ) C ( = O ) c 1 c c c c c 1
810,O-59,O1C(CCC1n1c2N=CNC(=O)c2nc1)CO,-0.54,O 1 C ( C C C 1 n 1 c 2 N = C N C ( = O ) c 2 n c 1 ) C O
811,A-logD7.4-425,Clc1ncc(cc1-c1ccc(F)nc1)[C@@H]1[C@@H]2N([C@@H](C1)CC2)C,1.42,Cl c 1 n c c ( c c 1- c 1 c c c ( F ) n c 1 ) [C@@H] 1 [C@@H] 2 N ( [C@@H] ( C 1 ) C C 2 ) C
812,O-84,OC(=O)C(C)c1cc(ccc1)C(=O)c1ccccc1,0.1,O C ( = O ) C ( C ) c 1 c c ( c c c 1 ) C ( = O ) c 1 c c c c c 1
813,A-logD7.4-574,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1ccc(cc1)-c1ccccc1C(O)=O,2.3,O c 1 c c ( c c c 1 ) [C@H] ( N 1 C [C@H] ( N ( C [C@@H] 1 C ) C c 1 c c c c c 1 ) C ) c 1 c c c ( c c 1 ) - c 1 c c c c c 1 C ( O ) = O
814,A-logD7.4-342,Clc1ccc(cc1)CNc1ccc(cc1)CCC(O)=O,0.98,Cl c 1 c c c ( c c 1 ) C N c 1 c c c ( c c 1 ) C C C ( O ) = O
815,A-logD7.4-643,S1Cc2c(cccc2)\C(\c2c1cccc2)=C\CCN(C)C,2.66,S 1 C c 2 c ( c c c c 2 ) \ C ( \ c 2 c 1 c c c c 2 ) = C \ C C N ( C ) C
816,A-logD7.4-752,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)[C@H](O)C2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC,3.4,O 1 [C@H] ( / C ( = C / [C@H] 2 C [C@@H] ( O C ) [C@H] ( O ) [C@H] ( O ) C 2 ) / C ) [C@H] ( C ) [C@@H] ( O ) C C ( = O ) [C@@H] ( \ C = C ( \ C [C@@H] ( C [C@H] ( O C ) [C@H] 2 O [C@] ( O ) ( [C@@H] ( C [C@@H] 2 O C ) C ) C ( = O ) C ( = O ) N 2 [C@@H] ( C C C C 2 ) C 1 = O ) C ) / C ) C C
817,E-logD7.4-66,o1cc(nc1-c1ccc(cc1)-c1ccccc1)CNC(CCCCC)C,4.94,o 1 c c ( n c 1- c 1 c c c ( c c 1 ) - c 1 c c c c c 1 ) C N C ( C C C C C ) C
818,E-logD7.4-4,O(C(=O)c1ccc(OC)cc1)C1=CC(=O)N(C1)C,2.72,O ( C ( = O ) c 1 c c c ( O C ) c c 1 ) C 1 = C C ( = O ) N ( C 1 ) C
819,A-logD7.4-717,Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N)c1ccccc1,3.02,Cl c 1 c c ( c c c 1 Cl ) [C@] 1 ( C C N ( C 1 ) C ( = O ) c 1 c c ( O C ) c ( O C ) c ( O C ) c 1 ) C C N 1 C C C ( C C 1 ) ( C ( = O ) N ) c 1 c c c c c 1
820,A-logD7.4-295,OC(C)(C)C=1C=Cn2c(ncc2)C=1,0.6,O C ( C ) ( C ) C = 1 C = C n 2 c ( n c c 2 ) C = 1
821,A-logD7.4-438,Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)Cc1sccc1,1.52,Cl c 1 c c 2 N C 3 = C ( C ( = O ) c 2 c c 1 ) C ( = O ) N ( N C 3 = O ) C c 1 s c c c 1
822,A-logD7.4-127,OC=1C(=O)C=CN(CCO)C=1CC,-0.66,O C = 1 C ( = O ) C = C N ( C C O ) C = 1 C C
823,A-logD7.4-62,Oc1ccc(cc1)CC(NC(=O)C(N)Cc1c2c([nH]c1)cccc2)C(O)=O,-1.38,O c 1 c c c ( c c 1 ) C C ( N C ( = O ) C ( N ) C c 1 c 2 c ( [nH] c 1 ) c c c c 2 ) C ( O ) = O
824,O-151,O=C1c2c(n(c3c2cccc3)C)CCC1Cn1ccnc1C,2.3,O = C 1 c 2 c ( n ( c 3 c 2 c c c c 3 ) C ) C C C 1 C n 1 c c n c 1 C
825,B-logD7.4-326,s1c(ccc1C)CCCOCCS(=O)(=O)CCCNCCc1c2sc(O)nc2c(O)cc1,2.41,s 1 c ( c c c 1 C ) C C C O C C S ( = O ) ( = O ) C C C N C C c 1 c 2 s c ( O ) n c 2 c ( O ) c c 1
826,A-logD7.4-679,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(Br)cc1)[OH2+],2.87,[Tc-] 12 ( S C C [N+] 1 ( C C S 2 ) C C N ( C C ) C C ) ( S c 1 c c c ( Br ) c c 1 ) [OH2+]
827,I-logDoct-PBS-27,n1ccn(c1)Cc1ccccc1,1.78,n 1 c c n ( c 1 ) C c 1 c c c c c 1
828,O-114,Clc1ccccc1C(n1ccnc1)(c1ccccc1)c1ccccc1,5.2,Cl c 1 c c c c c 1 C ( n 1 c c n c 1 ) ( c 1 c c c c c 1 ) c 1 c c c c c 1
829,B-logD7.4-125,Ic1cc(cc(I)c1OCCN(CC)CC)C(=O)c1c2c(oc1CCCC)cccc2,6.1,I c 1 c c ( c c ( I ) c 1 O C C N ( C C ) C C ) C ( = O ) c 1 c 2 c ( o c 1 C C C C ) c c c c 2
830,A-logD7.4-351,OC=1C(=O)C=CN(C=1C)c1ccccc1,1.01,O C = 1 C ( = O ) C = C N ( C = 1 C ) c 1 c c c c c 1
831,B-logD7.4-333,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCSc1ccccc1,1.84,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C C S ( = O ) ( = O ) N C C O C C S c 1 c c c c c 1
832,A-logD7.4-613,O(C)c1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)CC(O)=O)cc1,2.5,O ( C ) c 1 c c ( c c c 1 ) [C@H] ( N 1 C [C@H] ( N ( C [C@@H] 1 C ) C c 1 c c c c c 1 ) C ) c 1 c c 2 c ( C C N ( C 2 ) C C ( O ) = O ) c c 1
833,A-logD7.4-764,O1C(=O)c2c(N=C1Nc1ccccc1)cccc2,3.5,O 1 C ( = O ) c 2 c ( N = C 1 N c 1 c c c c c 1 ) c c c c 2
834,B-logD7.4-316,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1oc2c(c1)cccc2,2.86,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C S ( = O ) ( = O ) C C C O C C c 1 o c 2 c ( c 1 ) c c c c 2
835,B-logD7.4-280,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc([N+](=O)[O-])cc1,2.32,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C S ( = O ) ( = O ) C C C O C C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1
836,B-logD7.4-277,s1c2c(nc1O)c(O)ccc2CCNCCNC(=O)CCOCCCc1ccccc1,1.91,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C N C ( = O ) C C O C C C c 1 c c c c c 1
837,A-logD7.4-822,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC,4.22,O 1 [C@H] ( / C ( = C / [C@H] 2 C [C@@H] ( O C ) [C@H] ( O ) C C 2 ) / C ) [C@H] ( C ) [C@@H] ( O ) C C ( = O ) [C@@H] ( \ C = C ( \ C [C@@H] ( C [C@H] ( O C ) [C@H] 2 O [C@] ( O ) ( [C@@H] ( C [C@@H] 2 O C ) C ) C ( = O ) C ( = O ) N 2 [C@@H] ( C C C C 2 ) C 1 = O ) C ) / C ) C C
838,O-576,O(C)c1cc(N[C@@H](CCCN)C)c2ncccc2c1,1.17,O ( C ) c 1 c c ( N [C@@H] ( C C C N ) C ) c 2 n c c c c 2 c 1
839,A-logD7.4-473,OC(CN(C)c1nnc(Nn2c(ccc2C)C)cc1)C,1.73,O C ( C N ( C ) c 1 n n c ( N n 2 c ( c c c 2 C ) C ) c c 1 ) C
840,B-logD7.4-344,O(C)c1nc2-n3c(ccc3)C(=Nc2cc1)NCCCN1CCN(CC1)CCCNC1=Nc2ccc(OC)nc2-n2c1ccc2,4.73,O ( C ) c 1 n c 2- n 3 c ( c c c 3 ) C ( = N c 2 c c 1 ) N C C C N 1 C C N ( C C 1 ) C C C N C 1 = N c 2 c c c ( O C ) n c 2- n 2 c 1 c c c 2
841,A-logD7.4-749,Ic1cc(cc(I)c1OCCN1CCOCC1)C(=O)c1c2c(oc1CCCC)cccc2,4.76,I c 1 c c ( c c ( I ) c 1 O C C N 1 C C O C C 1 ) C ( = O ) c 1 c 2 c ( o c 1 C C C C ) c c c c 2
842,A-logD7.4-334,O=C1N(c2c(cccc2)C(=NC1NC(=O)Nc1cc(ccc1)C(O)=O)C1CCCCC1)C,0.89,O = C 1 N ( c 2 c ( c c c c 2 ) C ( = N C 1 N C ( = O ) N c 1 c c ( c c c 1 ) C ( O ) = O ) C 1 C C C C C 1 ) C
843,A-logD7.4-39,Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccccc2F)cc1N1CCNCC1,-1.99,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) c 2 c c c c c 2 F ) c c 1 N 1 C C N C C 1
844,A-logD7.4-352,Clc1ccc(OCC(O)COC(=O)CCC(=O)\C=C\OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)cc1,1.04,Cl c 1 c c c ( O C C ( O ) C O C ( = O ) C C C ( = O ) \ C = C \ O C [C@H] 2 O C ( O ) [C@H] ( O ) [C@@H] ( O ) [C@@H] 2 O ) c c 1
845,B-logD7.4-109,N(C(Nc1ccc(cc1)CCCCCC)=N)c1ccc(cc1)CCCCCC,6.07,N ( C ( N c 1 c c c ( c c 1 ) C C C C C C ) = N ) c 1 c c c ( c c 1 ) C C C C C C
846,B-logD7.4-354,Fc1cc(F)cc(F)c1CN1c2c(cccc2)[C@](NCC1=O)([C@H](Oc1nc(cc(n1)C)C)C(O)=O)c1cc(ccc1)CCCC,2.3,F c 1 c c ( F ) c c ( F ) c 1 C N 1 c 2 c ( c c c c 2 ) [C@] ( N C C 1 = O ) ( [C@H] ( O c 1 n c ( c c ( n 1 ) C ) C ) C ( O ) = O ) c 1 c c ( c c c 1 ) C C C C
847,A-logD7.4-765,O1C(=O)c2c(N=C1NC1CCCCC1)cccc2,3.5,O 1 C ( = O ) c 2 c ( N = C 1 N C 1 C C C C C 1 ) c c c c 2
848,A-logD7.4-71,S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCN(C)C)cc1,-1.17,S ( = O ) ( = O ) ( N C ) C c 1 c c 2 c ( [nH] c c 2 C C N ( C ) C ) c c 1
849,A-logD7.4-181,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)c(OC)c1N1C[C@H]2[C@H](NCCC2)C1,-0.16,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) C 2 C C 2 ) c ( O C ) c 1 N 1 C [C@H] 2 [C@H] ( N C C C 2 ) C 1
850,B-logD7.4-303,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCc1ccccc1,1.11,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C C S ( = O ) ( = O ) N C C O C c 1 c c c c c 1
851,G-logD7.4-62,Clc1cc(Cl)ccc1[C@@]1(O[C@H](CO1)COc1ccc(N2CCN(CC2)c2ccc(N3C=NN(C(CC)C)C3=O)cc2)cc1)Cn1ncnc1,5.79,Cl c 1 c c ( Cl ) c c c 1 [C@@] 1 ( O [C@H] ( C O 1 ) C O c 1 c c c ( N 2 C C N ( C C 2 ) c 2 c c c ( N 3 C = N N ( C ( C C ) C ) C 3 = O ) c c 2 ) c c 1 ) C n 1 n c n c 1
852,A-logD7.4-171,OC=1C(=O)C=CN(CCC(OCC)=O)C=1C,-0.24,O C = 1 C ( = O ) C = C N ( C C C ( O C C ) = O ) C = 1 C
853,B-logD7.4-337,O(C)c1cc2N=C(NCCCNCCCNC3=Nc4cc(OC)ccc4-n4c3ccc4)c3n(-c2cc1)ccc3,2.76,O ( C ) c 1 c c 2 N = C ( N C C C N C C C N C 3 = N c 4 c c ( O C ) c c c 4- n 4 c 3 c c c 4 ) c 3 n ( - c 2 c c 1 ) c c c 3
854,C-logD7.4-45,O(c1nc(ncc1C)N1C[C@@H](NCC1)Cc1ccccc1)c1ccc(-n2ccnc2)cc1,4.04,O ( c 1 n c ( n c c 1 C ) N 1 C [C@@H] ( N C C 1 ) C c 1 c c c c c 1 ) c 1 c c c ( - n 2 c c n c 2 ) c c 1
855,B-logD7.4-222,O1c2cc(CN3CCC(n4c5c(nc4O)cccc5)=CC3)c([N+](=O)[O-])cc2OC1,2.9,O 1 c 2 c c ( C N 3 C C C ( n 4 c 5 c ( n c 4 O ) c c c c 5 ) = C C 3 ) c ( [N+] ( = O ) [O-] ) c c 2 O C 1
856,A-logD7.4-688,Clc1ccc2OCOc2c1Nc1ncnc2c1c(OC1CCOCC1)cc(OCCN1CCN(CC1)C)c2,2.9,Cl c 1 c c c 2 O C O c 2 c 1 N c 1 n c n c 2 c 1 c ( O C 1 C C O C C 1 ) c c ( O C C N 1 C C N ( C C 1 ) C ) c 2
857,B-logD7.4-214,O(C)c1cc(CC(=O)N2CCC(n3c4c(nc3O)cccc4)CC2)c([N+](=O)[O-])cc1OC,2.4,O ( C ) c 1 c c ( C C ( = O ) N 2 C C C ( n 3 c 4 c ( n c 3 O ) c c c c 4 ) C C 2 ) c ( [N+] ( = O ) [O-] ) c c 1 O C
